"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","792","1","anonymous","EN","1","1","6","1","4","1","3","5","4","4","1","6","6","5","4","7","2","7","6","6","3","1","5","4","4","4","1","4","3","1","6","4","6","7","5","2","7","6","4","4","4","1","4","4","1","3","4","3","2","6","3","2","4","2","3","4","7","6","7","5","7","7","4","5","4","1","4","5","4","1","4","5","1","5","7","4","5","1","3","2","3","4","1","1","2","2","39","1","6","3","2","8"
"0","100","1469","1","anonymous","EN","1","3","2","3","5","2","5","5","2","1","1","2","6","1","2","6","7","3","5","6","5","2","2","1","6","5","2","6","5","7","6","4","6","5","7","6","6","5","5","5","3","1","6","3","2","1","7","3","4","5","4","2","5","2","2","5","4","6","7","5","6","6","4","6","6","2","2","6","5","2","1","5","6","2","6","4","5","2","4","2","2","4","3","1","4","2","76","2","6","4","3","2"
"0","100","596","1","anonymous","EN","1","2","2","2","6","2","2","7","2","2","2","2","6","2","3","6","2","6","6","4","2","2","6","1","4","6","2","5","2","6","6","4","7","6","6","2","5","6","6","2","4","2","7","6","2","2","6","2","2","6","2","3","5","2","1","3","6","6","7","6","5","6","4","6","6","2","5","6","2","2","2","6","2","3","7","6","5","1","5","1","1","5","1","2","4","1","43","2","2","4","3","11"
"0","100","851","1","anonymous","EN","1","4","2","3","5","2","4","5","3","2","1","3","5","5","3","5","5","5","6","6","4","3","5","2","3","5","2","4","2","7","5","4","5","5","5","4","5","5","6","1","5","2","5","3","3","6","6","3","4","5","3","2","3","2","3","4","5","5","5","4","5","5","4","5","5","4","3","3","2","2","5","6","1","4","6","4","3","3","5","2","2","5","4","2","5","3","48","1","6","1","9","1"
"0","100","732","1","anonymous","EN","1","3","4","1","6","3","2","4","2","3","1","2","6","3","4","5","5","6","5","6","1","1","5","2","4","4","2","4","2","1","5","4","6","5","4","3","5","5","2","1","4","2","5","2","3","4","4","2","4","4","4","4","4","2","5","5","5","5","7","2","5","6","5","7","5","3","1","6","1","2","4","5","2","4","7","5","3","1","5","2","1","2","1","1","2","2","46","1","6","5","9","1"
"0","100","633","1","anonymous","EN","1","3","5","2","5","3","2","4","2","2","2","4","5","4","6","6","5","6","5","5","2","1","6","6","4","4","1","5","3","5","5","4","6","5","6","3","6","2","6","3","4","2","5","3","1","4","6","1","3","5","2","1","5","2","2","5","5","6","7","3","6","5","3","6","3","3","1","4","3","1","2","6","2","5","6","6","5","1","5","1","1","5","1","1","5","1","27","2","6","5","11","11"
"0","100","729","1","anonymous","EN","1","2","2","3","5","2","3","5","2","2","2","2","6","2","2","5","5","6","6","5","4","2","6","4","5","6","2","5","5","5","5","4","6","5","6","4","6","6","4","2","6","4","4","6","2","2","6","3","4","5","3","2","5","2","2","2","6","6","6","3","7","6","2","6","5","3","2","4","4","2","4","3","2","2","6","6","5","2","5","1","1","5","1","1","2","1","48","2","6","3","7","4"
"0","100","337","1","anonymous","EN","1","6","6","5","5","5","5","6","6","6","3","3","6","3","6","4","5","6","5","5","6","5","6","2","7","4","6","6","6","3","6","4","5","6","6","5","5","4","5","7","6","5","6","5","6","4","4","6","4","2","6","3","5","2","6","2","5","3","7","6","5","5","6","6","6","4","6","5","7","5","7","5","5","7","5","5","4","1","4","4","5","2","4","4","4","4","31","1","6","5","10","12"
"0","100","476","1","anonymous","EN","1","5","5","2","3","4","3","5","2","2","3","5","5","3","5","6","4","6","5","5","3","5","6","2","5","5","3","5","1","2","6","4","7","6","6","2","6","4","6","2","6","5","5","6","3","3","5","2","3","5","2","4","2","2","2","4","5","6","5","4","7","6","3","5","5","5","5","5","3","2","3","7","3","3","6","5","5","5","4","2","2","4","2","3","4","2","24","2","6","5","9","12"
"0","100","1647","1","anonymous","EN","1","2","2","2","2","2","2","5","2","2","2","2","6","2","3","6","2","6","5","4","6","2","6","2","2","2","2","2","2","5","5","4","6","6","6","5","5","2","2","2","6","2","2","2","2","6","6","3","2","6","2","2","6","2","4","2","5","6","6","2","6","6","2","5","5","2","2","6","5","2","2","2","2","6","6","6","4","4","4","1","1","5","1","1","1","1","56","2","2","5","12","1"
"0","100","1269","1","anonymous","EN","1","3","7","2","6","2","2","6","1","2","1","7","7","3","3","7","2","7","5","4","3","1","5","2","6","6","2","5","2","6","6","4","3","6","5","3","7","3","7","1","7","1","6","7","1","2","6","2","2","3","1","2","6","2","1","6","5","7","7","2","7","7","6","5","5","2","5","6","2","1","2","7","1","7","7","4","4","3","2","1","3","4","2","1","2","2","40","1","6","5","5","10"
"0","100","596","1","anonymous","EN","1","5","5","3","5","2","3","5","2","2","2","5","5","3","5","6","5","6","5","5","4","2","5","5","5","2","3","5","5","4","5","4","6","6","7","5","6","5","5","3","4","5","3","5","2","2","6","3","2","5","5","3","3","2","4","5","5","6","6","1","6","6","2","5","3","2","5","5","4","4","5","6","2","5","6","5","5","2","4","1","1","4","1","2","2","2","","1","6","3","7","9"
"0","100","1105","1","anonymous","EN","1","3","3","2","5","2","1","5","1","2","2","2","5","4","5","7","6","6","4","4","1","5","5","1","3","2","1","5","3","3","5","4","5","6","6","2","5","5","7","1","6","1","7","6","1","1","4","1","2","5","3","1","5","2","1","6","5","7","7","3","6","7","6","6","3","5","5","4","3","1","2","6","1","5","6","5","5","2","4","3","2","2","1","2","3","1","43","2","6","6","11","1"
"0","100","787","1","anonymous","EN","1","2","3","2","5","3","5","5","2","3","1","3","6","2","2","6","5","6","6","6","5","2","7","3","3","5","2","5","3","5","5","4","6","6","5","1","5","5","5","3","1","2","1","2","1","2","6","2","2","5","5","6","2","2","1","5","5","6","7","5","5","5","6","7","5","1","1","6","1","2","2","5","2","2","7","5","5","2","5","1","1","5","1","2","2","1","41","1","2","5","11","1"
"0","100","433","1","anonymous","EN","1","3","6","3","5","6","2","2","4","6","5","6","5","6","6","3","5","5","5","3","2","3","5","4","2","4","3","3","2","2","5","4","6","5","5","2","4","2","7","1","5","5","3","4","3","5","2","6","2","3","5","5","2","2","5","2","5","5","5","2","5","5","5","6","2","3","6","3","2","2","6","7","5","6","6","3","5","1","5","1","2","4","2","1","4","1","25","1","6","6","12","2"
"0","100","413","1","anonymous","EN","1","1","1","1","5","1","2","4","1","1","1","3","7","3","3","7","7","7","7","3","4","1","6","1","7","6","1","5","3","5","7","4","7","6","5","3","6","6","7","2","7","1","7","1","1","1","7","1","4","5","1","1","5","2","1","7","4","7","7","3","6","7","1","7","7","1","1","7","4","1","5","7","1","4","7","6","4","1","3","1","1","5","1","1","1","1","51","2","6","3","8","12"
"0","100","535","1","anonymous","EN","1","2","1","1","5","2","3","5","5","1","1","2","6","2","6","6","5","7","5","6","6","2","6","4","4","3","1","6","3","7","6","4","7","7","7","5","6","5","6","3","5","2","5","6","2","3","7","6","2","5","3","2","7","2","1","6","5","6","6","1","6","6","3","6","5","2","5","5","3","2","1","6","5","2","2","6","4","2","4","2","2","4","2","2","2","2","32","2","6","5","9","1"
"0","100","433","1","anonymous","EN","1","3","5","2","6","3","3","4","4","3","2","5","6","3","6","6","4","7","5","5","4","3","5","3","5","5","2","4","4","3","6","4","6","6","5","4","6","6","6","4","5","2","5","6","2","4","5","3","5","4","3","3","4","2","3","6","5","6","7","6","5","6","3","6","4","3","3","6","4","3","5","5","3","4","7","5","2","3","4","2","2","4","2","2","4","3","21","1","1","5","11","6"
"0","100","506","1","anonymous","EN","1","4","5","1","5","2","3","6","3","2","2","6","6","2","5","6","2","5","6","4","2","2","6","1","2","6","2","4","2","5","6","4","6","6","6","2","5","5","5","2","4","1","7","6","1","3","5","1","2","6","1","3","5","2","1","5","6","5","6","2","7","7","3","7","4","3","3","5","1","1","5","6","3","2","7","5","5","4","4","2","2","3","1","2","3","1","36","2","7","5","12","10"
"0","100","613","1","anonymous","EN","1","2","1","1","6","1","2","6","1","1","1","2","7","1","2","6","6","7","5","5","5","1","5","1","5","5","1","5","5","7","5","4","7","7","7","5","7","5","6","5","5","1","7","1","1","2","7","1","6","6","2","1","5","2","1","5","6","7","7","6","7","7","7","7","7","3","2","5","6","1","6","6","1","7","7","6","4","4","4","1","1","4","2","2","5","1","43","2","6","3","8","10"
"0","100","1345","1","anonymous","EN","1","6","5","2","2","3","2","6","2","5","2","5","5","3","6","6","3","6","3","3","2","2","6","6","2","3","2","5","2","5","3","4","5","6","5","2","6","5","6","2","5","5","6","5","3","2","3","2","6","3","6","6","2","2","1","5","2","5","6","5","3","5","6","5","3","5","6","2","2","2","5","5","5","6","6","2","3","4","4","4","3","4","4","3","2","4","42","1","6","5","11","10"
"0","100","618","1","anonymous","EN","1","3","6","1","5","2","5","5","3","2","1","3","5","1","3","7","6","4","6","4","3","4","6","2","5","6","1","6","7","6","6","4","6","6","5","6","6","4","5","4","5","2","2","3","4","3","6","3","3","6","6","1","6","3","2","5","6","6","5","5","7","5","5","7","5","2","4","3","5","1","2","5","5","1","7","5","5","2","5","1","2","4","2","1","4","1","27","2","6","5","10","1"
"0","100","456","1","anonymous","EN","1","2","2","2","2","2","5","5","2","2","2","3","3","6","3","6","5","6","6","5","2","2","6","3","6","6","2","5","5","5","5","4","5","5","2","5","6","5","3","3","7","2","6","4","2","5","6","2","4","5","2","2","3","2","2","3","6","6","6","2","6","6","4","6","3","2","2","7","5","2","5","3","2","5","7","6","5","2","4","2","2","4","1","1","4","2","24","1","6","5","12","10"
"0","100","698","1","anonymous","EN","1","2","1","2","6","1","6","7","1","1","1","1","7","1","2","7","6","7","6","6","6","1","7","1","5","7","1","6","6","7","7","4","7","7","6","3","7","7","3","2","7","1","6","7","1","6","7","1","7","6","2","1","6","2","1","1","7","7","7","7","7","7","2","7","7","1","1","7","7","1","6","5","1","1","7","7","5","2","5","2","1","3","1","1","4","1","40","2","6","3","11","1"
"0","100","592","1","anonymous","EN","1","3","4","2","5","5","2","5","2","2","2","5","5","4","3","6","3","5","5","4","2","4","4","2","4","4","2","5","2","4","5","4","6","6","6","4","5","3","5","2","6","1","3","2","2","3","5","2","2","4","3","2","2","2","2","3","4","6","6","4","5","6","4","6","2","3","4","6","2","2","3","5","2","5","6","5","4","2","3","2","3","4","4","1","5","2","23","2","7","5","4","2"
"0","100","736","1","anonymous","EN","1","6","6","4","6","3","2","4","4","2","2","6","6","2","5","6","6","6","6","4","3","6","6","2","7","4","2","6","4","4","6","4","6","6","6","5","5","6","6","4","6","2","6","2","2","6","6","4","1","4","6","2","5","2","2","5","5","5","7","4","4","6","6","7","3","6","5","3","4","2","4","6","2","6","6","7","4","2","4","1","1","5","1","3","4","3","53","1","3","3","4","2"
"0","100","147","1","anonymous","EN","1","6","5","5","6","6","2","3","3","3","5","3","3","2","3","4","5","7","3","3","6","4","6","5","3","3","4","3","4","3","6","4","6","2","3","6","3","6","4","6","3","3","5","3","5","3","4","3","3","5","5","4","3","2","4","6","3","6","3","3","3","2","2","3","2","5","5","5","4","4","3","5","4","3","3","3","5","5","2","5","5","5","2","2","2","2","21","2","1","5","11","1"
"0","100","367","1","anonymous","EN","1","4","5","2","4","5","3","4","2","4","3","5","5","6","5","6","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","6","4","4","5","5","4","6","2","3","4","2","6","5","4","4","4","4","2","4","2","2","5","4","4","6","4","4","5","4","4","4","3","5","5","4","4","5","5","3","4","4","4","3","2","3","2","4","4","3","3","3","3","19","1","1","3","12","2"
"0","100","953","1","anonymous","EN","1","2","3","2","6","2","6","6","2","2","2","3","6","2","4","6","6","6","6","5","5","2","5","2","4","6","2","5","6","5","6","4","6","6","5","6","4","6","4","5","6","2","6","6","2","5","6","2","3","6","2","2","6","2","2","3","6","6","6","3","6","6","4","6","5","3","4","6","6","2","6","4","2","3","6","6","4","4","4","2","2","4","2","2","2","2","47","2","6","3","6","10"
"0","100","728","1","anonymous","EN","1","7","7","4","4","4","4","4","7","4","1","4","7","7","7","4","7","4","4","7","7","4","7","1","1","4","4","4","1","1","4","4","4","4","4","1","4","4","4","4","4","1","7","1","4","1","7","1","1","1","1","1","4","2","4","4","4","7","4","4","4","4","4","7","4","1","4","7","4","4","1","4","4","7","7","4","1","1","5","1","1","5","1","1","5","3","31","1","6","2","3","11"
"0","100","425","1","anonymous","EN","1","2","5","6","4","3","2","2","6","2","2","6","6","5","6","6","4","5","4","4","2","5","5","3","4","4","3","4","3","6","5","4","5","5","6","5","5","5","6","4","4","3","2","4","2","4","6","2","2","2","1","2","5","2","1","7","5","6","6","3","4","6","3","5","3","6","6","6","2","5","6","5","3","6","4","5","4","1","2","2","4","3","4","1","4","5","21","2","6","5","5","9"
"0","100","712","1","anonymous","EN","1","5","3","3","5","3","5","5","3","3","6","5","5","2","3","5","5","5","5","5","3","3","5","3","5","5","3","5","3","3","5","4","5","6","5","3","6","5","5","3","5","3","3","5","3","3","3","3","3","5","5","3","3","2","3","5","5","5","5","5","5","6","5","5","5","3","3","5","3","3","3","5","3","2","6","5","4","2","2","2","2","4","2","2","4","2","34","1","6","5","6","9"
"0","100","357","1","anonymous","EN","1","5","4","5","4","3","2","3","2","2","2","5","5","2","3","5","3","6","5","5","5","2","4","2","5","6","2","5","3","5","5","4","2","6","5","3","6","5","3","3","6","2","5","4","2","2","6","2","3","3","4","2","5","2","1","6","5","6","6","3","6","6","3","6","6","2","2","6","3","2","4","3","2","6","6","4","3","5","4","4","4","4","4","4","1","3","33","1","3","5","6","2"
"0","100","656","1","anonymous","EN","1","1","2","1","3","1","2","4","1","1","1","1","4","7","3","6","1","7","5","7","6","1","7","2","4","3","3","7","2","6","6","4","7","7","6","2","5","6","7","3","3","1","7","4","1","6","7","1","4","5","5","1","7","2","2","7","7","7","5","4","6","7","5","5","6","6","1","5","6","1","7","7","2","6","7","5","5","1","4","1","1","5","2","2","4","1","22","2","6","2","2","12"
"0","100","453","1","anonymous","EN","1","2","2","4","5","3","1","2","3","3","1","2","5","5","6","6","3","5","5","5","3","3","5","2","1","1","2","4","2","3","5","4","5","5","5","3","5","5","7","1","2","2","6","5","2","1","5","2","2","4","1","5","3","2","2","6","5","5","5","2","5","5","4","5","3","3","3","1","3","2","5","7","2","6","6","5","5","2","5","2","1","4","2","2","2","2","40","1","6","4","10","9"
"0","100","486","1","anonymous","EN","1","2","6","3","5","5","1","3","3","5","4","7","5","3","6","5","5","5","6","5","3","2","7","4","1","3","4","3","2","3","4","4","5","5","6","2","5","3","7","1","6","5","5","4","2","5","3","3","1","5","5","5","4","2","5","3","3","5","6","2","4","5","6","7","3","2","5","5","1","3","6","7","5","5","5","5","2","4","2","3","4","4","4","4","2","4","30","1","6","5","10","10"
"0","100","361","1","anonymous","EN","1","3","4","6","4","4","2","3","1","2","1","3","5","7","4","5","4","6","5","4","3","5","5","2","4","4","2","5","6","5","5","4","5","5","6","6","3","5","5","4","6","2","6","6","2","3","6","3","3","3","5","2","4","2","1","5","5","7","7","2","4","5","4","6","4","3","4","6","5","1","3","5","1","7","6","5","3","3","4","2","1","5","1","2","5","2","28","1","6","6","11","5"
"0","100","699","1","anonymous","EN","1","4","6","7","6","4","2","5","2","2","2","7","5","5","7","5","3","7","5","5","5","4","6","4","7","5","2","6","1","2","6","4","6","5","5","4","5","1","7","4","6","2","1","7","2","4","6","5","2","6","2","1","4","2","1","5","4","6","6","2","6","6","4","6","2","2","5","4","5","2","5","6","3","5","5","5","4","5","5","3","1","5","4","5","1","2","22","2","6","4","3","10"
"0","100","720","1","anonymous","EN","1","6","6","7","4","2","1","2","3","3","2","6","6","5","7","6","5","3","3","7","6","6","6","2","1","4","1","6","2","5","6","4","6","4","6","1","3","6","7","2","4","2","6","6","1","7","6","1","5","2","2","1","5","2","2","2","1","5","5","1","4","3","4","6","2","3","5","2","1","2","6","7","4","6","6","5","4","2","4","1","4","5","1","1","5","1","25","1","6","3","2","12"
"0","100","780","1","anonymous","EN","1","6","5","3","7","2","2","3","2","3","2","6","6","5","6","6","6","3","5","5","5","3","7","2","3","5","3","5","2","3","5","4","6","6","6","2","5","5","5","1","3","2","5","6","1","4","7","1","3","4","1","3","4","2","1","4","3","6","6","1","5","6","4","6","5","3","5","3","2","3","6","5","2","6","6","5","2","3","4","2","2","4","1","1","3","2","21","2","2","2","1","10"
"0","100","451","1","anonymous","EN","1","5","4","5","5","3","4","4","4","2","3","4","5","5","5","5","5","5","4","6","3","5","6","4","4","4","3","4","4","5","5","4","5","5","6","3","4","5","6","5","4","3","3","4","3","4","5","2","2","5","4","2","5","2","3","4","4","5","5","2","5","5","4","6","3","3","5","4","2","3","4","6","4","5","5","5","4","4","3","3","3","4","3","4","2","3","22","2","1","5","4","1"
"0","100","455","1","anonymous","EN","1","4","2","2","6","1","3","4","2","2","1","5","6","4","6","6","7","6","5","6","5","3","6","2","4","5","2","6","5","6","6","4","7","6","7","4","6","4","7","2","6","2","5","6","3","4","7","4","5","5","2","3","6","2","1","5","6","6","7","5","6","6","6","5","5","6","5","5","5","1","4","6","2","6","5","5","4","4","4","1","2","4","2","3","2","2","39","1","6","3","6","1"
"0","100","579","1","anonymous","EN","1","2","3","1","7","1","1","5","1","2","1","6","7","1","3","7","6","7","6","6","1","1","7","3","3","5","1","5","1","1","6","4","7","7","5","3","6","4","7","3","5","3","7","1","1","1","7","2","1","3","3","3","2","2","2","5","2","7","7","6","5","7","5","7","4","1","3","7","1","1","2","6","1","5","7","5","5","1","5","1","1","5","2","1","2","2","60","1","6","3","6","10"
"0","100","368","1","anonymous","EN","1","3","4","1","5","4","5","6","3","2","2","3","4","2","5","5","2","6","6","7","2","2","5","2","6","5","3","6","5","6","6","4","6","6","6","4","5","3","6","4","6","2","2","6","3","2","5","2","5","5","4","2","6","2","2","6","6","6","7","2","6","6","4","5","3","5","4","7","6","2","2","5","3","1","6","2","4","4","4","3","4","2","3","4","1","4","40","2","6","2","2","10"
"0","100","673","1","anonymous","EN","1","1","6","1","4","1","1","4","3","2","1","6","7","1","4","7","7","7","6","6","6","6","6","1","6","4","1","6","1","5","7","4","7","7","7","1","7","4","7","1","7","1","7","4","1","7","7","1","1","6","1","1","2","2","1","1","7","7","7","1","7","7","6","7","2","2","6","1","1","1","7","7","1","7","7","5","2","4","4","3","3","3","5","5","1","4","","1","6","3","8","1"
